,img_id,caption_list,pred_oscar,pred_sat,pred_nicplus,pred_niceq,bb_age
649,33815,"['A motor bike on a road with people seated on the roadside', 'A man is riding a large motorcycle on a street', 'A man riding a motorcycle down a street with people sitting on the curb, watching.', 'A man riding his motorcycle down a busy neighborhood street.', 'A man riding on the back of a motorcycle ']",a man riding on the back of a motorcycle down a street.,a man riding a motorcycle down a street,a man riding a motorcycle down a street.,a person riding a motorcycle on a city street.,old
650,33871,"['A woman standing in front of a kitchen sink on display.', 'A woman looks upon a science museum exhibit', 'A woman standing in front of a wall lined with sinks.', 'A WOMAN IS LOOKING AT A SINK IN A CROWD', 'Several people in a kitchen and one is standing at a sink.']",a woman standing in front of a sink next to a faucet.,a woman standing in a kitchen next to a counter,a woman in a white shirt is working on a laptop.,a woman standing in a kitchen next to a counter.,old
651,33882,"['a young girl is holding a teddy bear ', 'A girl with a pink dress holding a teddy bear. ', 'A little girl with wavy hair and smile holding a teddy bear.', 'A girl in a pink outfit holding a teddy bear.', 'A young precocious girl clutching her teddy bear.']",a little girl holding a teddy bear and a teddy bear.,a little girl holding a brown teddy bear,a woman holding a teddy bear in her arms.,a woman holding a teddy bear in her arms.,young
652,34015,"['A man walks with his head and racket down as he crosses a tennis court.', 'A tennis player walks onto the tennis court. ', 'an older tennis player on a court with a racket', 'A tennis player is walking on the tennis court.', 'The man in red shirt and white shorts stand holding racquet on the tennis court.']",a man standing on a tennis court holding a racquet.,a young boy playing tennis on a tennis court,a man holding a tennis racquet on a tennis court.,a male tennis player in action on the court.,old
653,34056,"['The man is making a cheese pizza in his kitchen.', 'A man in the kitchen making a pizza', 'A man standing at a counter making a pizza.', 'A bearded man sprinkling cheese on a raw pizza.', 'a man dished himself up some pizza ']",a man that is standing in front of a pizza.,a man standing in a kitchen preparing food,a man holding a pizza in a kitchen.,a man in a kitchen slicing a pizza.,old
654,34222,"['A person riding a motorcycle down the street.', 'A man riding a motorcycle on top of a hill on a street.', 'A person sitting on a motorcycle with buildings in the background', 'A man riding a motorcycle on a highway with no other traffic.', 'A man riding a motorcycle in street next to trees.']",a person riding a motorcycle on a city street,a man riding a motorcycle down a city street,a man riding a motorcycle down a street.,a man riding a motorcycle down a street.,old
655,34234,"['A man is standing with a skateboard in his hand.', 'A man standing holding a skateboard vertical in one hand.', 'A man standing on the street holding  a skateboard', 'A man with a hat on backwards stands with a skateboard.', 'A man is standing outside with his skateboard.']",a man standing with a skateboard in his hand.,a man holding a skateboard on a sidewalk,a man standing on a beach holding a skateboard.,a man in a suit and tie standing on a sidewalk.,old
656,34372,"['a man throwing a white frisbee in a gym.', 'People on an inside court playing with a frisbee.', 'Three men playing frisbee on an indoor court.', 'Three young adults are playing frisbee on a court.', 'a group of young people playing frisbee in a gym']",a group of young men playing a game of frisbee.,a man holding a tennis racquet on a tennis court,a man standing on a tennis court holding a racquet.,a man is playing tennis on a tennis court.,young
657,34471,"['Two men standing in a living room playing video game with remotes.', 'Two men playing with the Nintendo Wii in a living room.', 'Two men in a living room playing games', 'tree are two men in a living room playing a video game', 'Two men in a living room play there wii .']",a couple of men standing in a living room next to a flat screen tv.,a couple of people that are in a living room,a man standing in a living room next to a couch.,a man standing in a living room holding a remote.,old
658,34500,"['A tennis player is on a blue and green court.', 'A man prepares to serve a tennis ball during a match.', 'A man holding a tennis racquet on top of a tennis court.', 'A man that is standing on a tennis court with a racquet.', 'A tennis player is preparing to serve a ball during a match.']",a man holding a tennis racquet on top of a tennis court.,a man is playing tennis on a blue court,a tennis player swinging a racket at a ball.,a male tennis player in action on the court.,old
659,34597,"['A few people that are standing with skateboards.', 'A group of skateboarders standing at the top of a ramp with their skateboards resting against the top of the ramp.', 'There are four boys standing at the ready with their skateboards.', 'Four skateboarders stand at the top of a ramp, with their boards, ready to skate.', 'some guys standing on top of ramp with their skateboads ']",a group of young men standing next to each other holding skateboards.,a group of people standing around a skate board,a group of young men standing next to each other.,a man riding a skateboard up the side of a ramp.,old
660,34617,"['A zoo keeper on a scale holding a giraffe with a ""me gusta face"" ', 'The man is carrying a young giraffe in his arms.', 'A photo of a man holding a giraffe to find out how much it weighs.', 'Someone put a face over a baby giraffe that a man is trying to weigh.', 'A man lifts a giraffe, which seems to have been altered']",a young giraffe standing on a skateboard in front of a crowd.,a giraffe is standing next to a fence,a woman is feeding a giraffe at a zoo.,a person feeding a giraffe through a fence.,old
661,34657,"['A group of guys on a couch watching tv', 'Three men sitting on a couch next to each other.', 'Three guys sitting on the couch watching some television.', 'an image of three men sitting on the couch watching tv\n', 'Three guys on a couch playing a video game.']",a group of three men sitting on top of a couch.,a group of people sitting on top of a couch,a man sitting on a couch holding a nintendo wii controller.,a group of people sitting around a living room.,old
662,34691,"['A boy and a dog in a necktie', 'a boy looking at a dog wearing a collar and tie', 'A boy with red hair standing in front of a black and white dog.', 'A young boy looking at a dog wearing a tie.', 'A dog with a tie and shirt colar sitting in a bed.']",a dog that is wearing a tie on his neck.,a boy with a black and white dog on top,a woman is holding a dog and a cat.,a woman is holding a dog in her lap.,old
663,34754,"['A baseball player swinging a bat over home plate.', 'The batter in the red jersey and shirt is swinging his bat. ', 'A baseball player is in the process of swinging a bat.', 'A baseball player takes a swing at a ball.', 'A baseball player swings at a low pitch.']",a baseball player swinging a bat at a ball.,a baseball player swinging a bat at a ball,a baseball player swinging a bat at a ball.,a baseball player holding a bat on a field.,old
664,34786,"['A man dressed as a town fryer walking across the street using a cell phone', 'a man dressed in a red jacket and tri point hat walking down the road talking on a cell phone\n', 'An older man in a pirate outfit is walking down the street in a big city while talking on the phone', 'a man wearing a small pirates hat walks across the street while on his cellphone', 'The man is wearing a pirate hat, talking on the phone, and walking down the street.']",a man walking down a street talking on a cell phone.,a man in a red shirt walking down the street,a woman is walking down the street with an umbrella.,a person walking down a street with a suitcase.,old
